0.000 0.000
0.001 0.000
0.000 0.000
0.001 0.000
0.466 0.000 0.000 0.003
   ma    mb  gmab
  267   805   626
  268   776    56
  269   939   316
  270   792   230
  271   984   894
  272   461   298
  273   347   432
  274   984   252
  275   899   150
  276   545   586
  277   170   470
  278   272   714
  279   402   315
  280   904    93
  281   963   157
  282   688   487
  283   456   709
  284   825   763
  285   620   986
  286  1040   430
  287   461   778
  288  1084   669
  289   461   815
  290   688   529
  291   941   992
  292   582   240
  293  1121   537
  294   652   768
  295   754   164
  296  1013  1063
  297   827   996
  298   704   572
  299   101  1094
  300   854   796
  301   954   900
  302   981   895
  303  1007   179
  304   615   484
  305   381   479
  306   572   830
  307  1088   460
  308   614    61
  309    75   882
  310   987   991
  311  1055   998
  312  1078     8
  313   892   725
  314   117   821
  315   311   268
  316   448   644
  317   691   352
  318  1103  1041
  319   936   899
  320   101   723
  321   670   269
  322   922   336
  323   616   707
  324   622   962
  325   411   180
  326    36  1069
  327   625   121
  328   686   129
  329   615   264
  330   824   973
  331   785    20
  332   589   793
  333   915  1050
  334   130   550
  335   633  1060
  336  1096   445
  337   334   751
  338  1123   152
  339   433    44
  340    22   561
  341   592   712
  342   896   159
  343   381   805
  344   240   341
  345   794   356
  346   878  1030
  347   580   271
  348   582    33
  349   294   594
  350   714   365
  351    27  1042
  352   116   216
  353  1038  1111
  354   954   975
  355   114    96
  356    10  1100
  357   917   588
  358   334   835
  359   739  1054
  360   849   688
  361   809   401
  362   817   535
  363   171   534
  364   775   124
  365   565   533
  366    37   680
  367   171   801
  368   606   423
  369   936   388
  370   554   596
  371   101   816
  372   226   813
  373   684   972
  374   803   330
  375   902   400
  376   124   580
  377   785   514
  378   524   730
  379  1113   765
  380  1080    31
  381   440  1074
  382   534   639
  383  1029   603
  384    10  1089
  385   721  1038
  386   681   697
  387   743   760
  388    37   752
  389   226   141
  390  1096   904
  391   982   885
  392   687    58
  393   635   724
  394   940    85
  395    22  1046
  396   757   236
  397   913    86
  398   653   404
  399   640  1015
  400    50   854
  401   553   504
  402   381   276
  403   398   290
  404   677   649
  405   649   171
  406   531    79
  407   786  1031
  408   638    22
  409  1106   413
  410   211   656
  411    68  1013
  412  1130   218
  413   930   951
  414   944   200
  415    92   138
  416   490   834
  417  1070   224
  418   913   735
  419   407   226
  420   400   749
  421  1063   207
  422   542   605
  423   268    37
  424   640  1028
  425   850   947
  426   724   575
  427   522   810
  428   616  1025
  429    10   245
  430   413   107
  431   676   949
  432    83   528
  433  1057   691
  434   577   131
  435   241   621
  436   357  1037
  437   699  1043
  438  1057   115
  439    31   846
  440   215   243
  441    85    25
  442   105   784
  443   193   781
  444   253   944
  445   924    92
  446   400   237
  447   189  1006
  448   979  1014
  449   774   780
  450   628   338
  451   161   530
  452   935   359
  453   826   961
  454    76   828
  455   709   170
  456   630  1029
  457   638   905
  458   985   988
  459   798   182
  460   114   881
  461   175   434
  462   953   419
  463    45  1126
  464   403   994
  465   362   339
  466    91   814
  467  1045   455
  468   195   960
  469    95   405
  470   631   672
  471   824   599
  472  1017   987
  473   403   826
  474   291   788
  475  1035    43
  476   603   465
  477   828   700
  478   725   710
  479   638   160
  480   758   361
  481   193   566
  482   431   489
  483   172   524
  484   168  1121
  485    21   601
  486   197  1118
  487   208   235
  488   930   499
  489  1132   941
  490   264  1107
  491  1077   501
  492   228   685
  493   458   333
  494   278   633
  495   293   823
  496  1063  1087
  497   900   804
  498   601   727
  499   499   744
  500   164   232
  501   122   490
  502   603   935
  503   502   733
  504   520    80
  505   172   702
  506   778   845
  507   785   726
  508   154   862
  509   649   382
  510   817   745
  511   634   676
  512   444   406
  513   942   920
  514   941   126
  515  1039   844
  516   292  1124
  517   437   675
  518   590   877
  519  1093   829
  520   472   300
  521   208   130
  522   303   275
  523   715    14
  524   587  1064
  525   577    40
  526   538   926
  527    16  1076
  528   815  1049
  529   349   286
  530   428   174
  531   719   284
  532   690   563
  533   714   653
  534   651    11
  535    20  1103
  536  1084   641
  537    27   764
  538   589   337
  539   240   248
  540    49  1005
  541   362    26
  542   132   577
  543   928    46
  544   962  1077
  545   489   443
  546   227    32
  547   714   104
  548   379   311
  549   525   265
  550   675   314
  551  1070   223
  552  1034   125
  553   638  1000
  554   826   615
  555   619   806
  556   780   820
  557    10  1128
  558   767   718
  559   688   322
  560  1119   313
  561   480   250
  562   110   488
  563   305   770
  564   909    48
  565   458   860
  566   774   701
  567   904   942
  568   605   133
  569   849   979
  570   214   177
  571    68   734
  572  1056   327
  573    68   420
  574   552   556
  575   542   319
  576    87   468
  577   264   132
  578   632   312
  579   915   642
  580   838   343
  581   781   687
  582   630   911
  583   705   476
  584   525   278
  585   548    81
  586   725   386
  587    41    89
  588   506   485
  589   729   378
  590   922  1055
  591   777   424
  592   410     2
  593   780   193
  594    96   651
  595  1046   622
  596    65   646
  597   589   632
  598   930   719
  599   926   678
  600   629   260
  601   416   459
  602  1029   824
  603   332   142
  604   292   783
  605  1035  1095
  606   603   648
  607   613    15
  608   721   549
  609  1003   202
  610    22   567
  611  1063  1088
  612   691   166
  613   807  1115
  614   858    83
  615   800   437
  616   306   799
  617   550   531
  618   743   912
  619   480   625
  620   307   123
  621   830   958
  622   991   511
  623   502   754
  624  1084   756
  625   887   731
  626   252   280
  627   628   118
  628   313   435
  629   665    24
  630   671    82
  631   811   969
  632   635   753
  633   717  1022
  634    10   897
  635    37   850
  636    34   613
  637   649   607
  638   268   880
  639   594  1129
  640    17   757
  641  1000   128
  642   583   461
  643   217   791
  644   322   417
  645  1073   696
  646   511   811
  647  1012   695
  648   597   677
  649   532   116
  650  1043  1117
  651  1067  1058
  652   961    17
  653   920   523
  654   901   948
  655   663   191
  656    48   937
  657  1059   866
  658    85   955
  659  1003   325
  660   199   740
  661   210   398
  662   292   282
  663    49   384
  664   690   513
  665    89  1059
  666   585     3
  667   966     0
  668   516   495
  669   493   637
  670   628    60
  671   406   407
  672   697   654
  673   641   602
  674   705    57
  675     6   441
  676   906   302
  677   855  1072
  678   416   739
  679   546   785
  680   993   736
  681   498   457
  682  1039   837
  683    61   287
  684   876   165
  685   358     7
  686   601  1119
  687   154   896
  688    50   187
  689   991   450
  690   780   655
  691    20   853
  692     5   673
  693   154   887
  694   785  1023
  695   285   229
  696   649   767
  697    23   619
  698   153   370
  699   637   869
  700   688  1002
  701   958    19
  702   420   204
  703   548   198
  704   292   433
  705   999   335
  706  1080   324
  707   377   617
  708   917   916
  709   516  1057
  710   222   163
  711   924   743
  712   310   326
  713   341   803
  714   467   970
  715   683  1011
  716     0   682
  717   565   715
  718   626   585
  719   171   254
  720   473    95
  721   860   231
  722   915   259
  723   282   573
  724   563   964
  725   410   156
  726   546   738
  727   697   474
  728   851   113
  729  1061   102
  730  1080   393
  731    17   769
  732   577  1120
  733   232   471
  734   543  1001
  735   542   679
  736   927   149
  737   176   704
  738   125   822
  739   175  1024
  740   386   258
  741   683   570
  742   531   889
  743   563   993
  744    24   148
  745   942   242
  746    22    35
  747    72   328
  748   952   722
  749   367   667
  750   979   256
  751   461   888
  752   491  1113
  753   819   978
  754   664   925
  755   981   512
  756   898   472
  757   341  1106
  758   762   874
  759    66   186
  760   516   227
  761   272   396
  762   952   320
  763   701    47
  764    30   221
  765   382   984
  766   381   357
  767   787   464
  768   985   234
  769   885  1067
  770  1007   798
  771   826   775
  772   583   507
  773   294   303
  774   205   418
  775   787   840
  776   125   883
  777   423    36
  778   966    91
  779   527   362
  780   375   185
  781   538   557
  782   502   917
  783   592   867
  784   561   346
  785   285   176
  786   465   140
  787   312  1099
  788  1101    18
  789  1060   614
  790   872   516
  791   351   447
  792   453   843
  793   548   103
  794   644   629
  795   170   761
  796  1035    41
  797   480   919
  798  1119   686
  799    20   381
  800  1004   870
  801  1002   666
  802   248   579
  803  1111   522
  804   664   581
  805   829   411
  806  1103   332
  807   286   492
  808    30   146
  809   264   729
  810   780   143
  811   153   209
  812   725   859
  813   664    13
  814   888  1086
  815   381   350
  816   287   292
  817   978  1109
  818  1060   247
  819   515    29
  820   858   705
  821   860   190
  822   319   451
  823   435  1045
  824   609  1027
  825   986   983
  826  1013   454
  827   470   203
  828   850    90
  829   190   503
  830   749   353
  831   690   510
  832   178   929
  833   511   391
  834   660   674
  835   882   497
  836    80   945
  837   277   410
  838   444   922
  839   425   918
  840   811   689
  841   909   480
  842   171   502
  843   614   773
  844   328  1110
  845   189   706
  846   150  1008
  847   169   600
  848   264   421
  849   774   448
  850   418    73
  851   728   989
  852   315   981
  853  1103   274
  854   796   167
  855  1113   144
  856    81   438
  857   221    62
  858    82   208
  859   679   304
  860   146   884
  861   663   681
  862   641   399
  863    60   616
  864   822   197
  865   262   892
  866   306   184
  867  1065   662
  868    72   477
  869   229   414
  870    53   914
  871   103   906
  872   603   871
  873   751   852
  874   805  1130
  875   103   371
  876   294   394
  877   993   891
  878  1024   966
  879   428   647
  880   981   345
  881   384   797
  882   873   273
  883    54  1019
  884   997   285
  885   696  1056
  886    43   638
  887   616   518
  888   961   546
  889   219   536
  890   262   500
  891   688   939
  892   822  1093
  893    20   496
  894   665   442
  895   936  1078
  896   879   683
  897   261   486
  898   205   299
  899    91   934
  900   483   428
  901   811   127
  902   409   358
  903   243   397
  904   793    27
  905   940   664
  906   646    10
  907   774  1017
  908  1117   890
  909    39   473
  910  1077   732
  911   666   334
  912   920   604
  913    19   963
  914  1078   720
  915  1005   898
  916   540   173
  917   109   110
  918    39   347
  919   291   213
  920  1038   194
  921   575   291
  922    73  1062
  923   851   366
  924  1040  1010
  925   635   251
  926    68   863
  927   641   593
  928    29   583
  929   474     4
  930   694  1004
  931   157   865
  932   935   742
  933   608   340
  934   700   385
  935   679   555
  936   543   527
  937   791   608
  938   758   317
  939  1034   959
  940    12    69
  941     5   147
  942    20   995
  943   955   800
  944   823   458
  945   581  1092
  946   873   809
  947   812   766
  948   682   466
  949   551   283
  950   309  1065
  951   337   453
  952  1120   915
  953   525   309
  954   176   923
  955   782   412
  956   480   373
  957   292   137
  958   345   415
  959  1011   848
  960   943   786
  961   739   544
  962    68   661
  963   687   716
  964   867   294
  965   368   375
  966   577   100
  967   700   946
  968   297   818
  969  1007   950
  970   193   469
  971   589  1034
  972   807  1048
  973   557   206
  974   799   297
  975   185   267
  976   762   659
  977   452   238
  978   663   520
  979   719   699
  980   936   426
  981   554   106
  982   491   861
  983  1112    84
  984   142   482
  985   787   631
  986   307  1096
  987   860   219
  988   102  1075
  989   530   494
  990  1000   872
  991  1036    64
  992   585   627
  993   403    59
  994   599   663
  995   775   542
  996   598   721
  997   739    75
  998  1039   253
  999   532   584
 1000   413   289
 1001   915  1091
 1002   157   532
 1003   688   606
 1004   238   228
 1005  1048   568
 1006   794  1047
 1007   741   195
 1008  1083   932
 1009   527   547
 1010   214   192
 1011  1049   134
 1012   738   408
 1013   215   446
 1014   455   571
 1015   488  1123
 1016   747   564
 1017   795   976
 1018   762  1132
 1019   461    67
 1020   871   985
 1021    58   498
 1022   185   277
 1023   725   215
 1024   161  1012
 1025   170   541
 1026   708   855
 1027   900   849
 1028  1031  1039
 1029  1078   288
 1030   184   158
 1031     5   395
 1032   875   220
 1033    99   249
 1034   686  1080
 1035    10   255
 1036   294  1081
 1037  1093   380
 1038  1021   574
 1039   829    51
 1040   281   838
 1041   906   640
 1042    47  1090
 1043  1054   658
 1044  1021   618
 1045   845   318
 1046  1055   741
 1047   356   376
 1048   353   569
 1049   534   878
 1050   176   927
 1051   600   643
 1052    22  1052
 1053   654   762
 1054   313   478
 1055   745   120
 1056   930   559
 1057   393   893
 1058   161   936
 1059   356   635
 1060  1077  1108
 1061   740    99
 1062  1132   940
 1063   382   956
 1064   945   595
 1065   754   162
 1066   935   902
 1067   866  1131
 1068   279  1051
 1069   127   112
 1070   588  1105
 1071   811   369
 1072   201   808
 1073   743   211
 1074    66   481
 1075   901   295
 1076   244   493
 1077   606    39
 1078   234   807
 1079   714   281
 1080  1000   842
 1081  1085  1104
 1082   600   154
 1083   904   241
 1084  1129  1071
 1085   319   817
 1086   157   354
 1087   664   538
 1088   833   222
 1089   921   671
 1090  1085   592
 1091   190    71
 1092   961   225
 1093   380   901
 1094   450   217
 1095   460   909
 1096   290   172
 1097   411   183
 1098  1019   552
 1099   280   296
 1100   208   759
 1101   966   665
 1102   140   425
 1103   476   387
 1104    91   980
 1105   285   310
 1106   634   293
 1107  1106   108
 1108   933     1
 1109   644   306
 1110  1122  1114
 1111   424   122
 1112   264    98
 1113   427    87
 1114    27   777
 1115   139   261
 1116   867   708
 1117   158   169
 1118   805   597
 1119   137   456
 1120   239   717
 1121   325    55
 1122   174    23
 1123   839   506
 1124   557   212
 1125   822  1040
 1126   365   257
 1127   688    54
 1128   400   117
 1129    35   598
 1130  1127   930
 1131    60    88
 1132   884   771
