-1.00 -1.00

-1.00 -1.00

0.29 0.29

0.00 0.00

-1.00 -1.00

-1.00 -1.00

0.00 0.00

0.29 0.29

   ma    mb  gmab
  689   663   581
  690   721   423
  691   746   746
  692   747   486
  693   294   137
  694  1122  1122
  695   237    63
  696   201   253
  697   742   742
  698   433   139
  699   697   724
  700   800   796
  701   701   718
  702   389   389
  703   771   820
  704   916   916
  705   581   974
  706   620  1025
  707   138   138
  708  1059   538
  709   662   278
  710   361   343
  711   602   484
  712   961   600
  713   682  1089
  714  1025   735
  715   316   324
  716   464   701
  717   103    54
  718   782   410
  719   491   985
  720   445   445
  721   609  1034
  722   598   362
  723   650   675
  724    71   577
  725  1095  1095
  726   146   409
  727   680   680
  728   387   345
  729  1074  1074
  730   539   263
  731   789   904
  732   398   398
  733  1046   840
  734   849   849
  735   882   806
  736   582   739
  737   727   727
  738  1060  1054
  739   135   602
  740   463   135
  741   182    71
  742   480   351
  743   210    65
  744   615   618
  745   751   754
  746    19   419
  747   865   800
  748   420   711
  749   365   464
  750   976  1045
  751  1092  1092
  752   754   967
  753   358   565
  754   278   662
  755  1109  1109
  756   864   881
  757     7   646
  758    58   611
  759   118   704
  760    66    66
  761   764   764
  762   105   236
  763   824   159
  764   855   855
  765   966  1013
  766   172  1070
  767   924   966
  768   485   483
  769   813   942
  770   418   284
  771   477   654
  772   685   685
  773   313    58
  774   536   865
  775    21   304
  776   983   983
  777   563   433
  778   402   379
  779   255   463
  780   224   224
  781   816   951
  782   285   285
  783   875   875
  784   345   889
  785   869    60
  786   265   719
  787    90   598
  788   547   596
  789   283    17
  790   616   178
  791   600   667
  792   989   989
  793   575   575
  794   853   853
  795   122   271
  796   707   651
  797   933   933
  798  1000   854
  799   781   803
  800   774   774
  801   709   165
  802   140   140
  803   447    31
  804  1039  1021
  805   806   926
  806   690   676
  807     4   180
  808   252   260
  809   763   763
  810   704   372
  811   522   346
  812   393   246
  813  1089   882
  814  1130  1130
  815   851   915
  816   700   792
  817   244   244
  818   558   558
  819   941   941
  820   574   574
  821   415     4
  822   606   277
  823   400    84
  824    40    40
  825   189   585
  826   641   891
  827   931   620
  828   693   835
  829    73   215
  830    77   440
  831   925   925
  832   932   876
  833   156   292
  834   886    85
  835   880   922
  836   510   789
  837   521   521
  838   287   937
  839   496  1069
  840    72    72
  841   250   371
  842  1087  1087
  843  1063  1063
  844   975   975
  845   748   405
  846   947   947
  847   817   962
  848    28   815
  849   998  1059
  850   253   403
  851   543   672
  852   718   961
  853   876  1099
  854  1126  1126
  855   759   759
  856   307   307
  857    99   663
  858   818   508
  859   603   566
  860   486   183
  861   188   269
  862    68   375
  863   429   164
  864   326   326
  865   948   948
  866   860   687
  867   380    80
  868   744   432
  869   385   210
  870   230   887
  871   331   331
  872  1016  1016
  873   972   972
  874   434   714
  875   184   105
  876   151   451
  877   388   142
  878  1034   458
  879   178   300
  880   343   126
  881   470   658
  882   883   883
  883    62    62
  884   608   608
  885    23    23
  886   222   741
  887   994   305
  888   726   825
  889  1114  1114
  890   711   816
  891   329    90
  892   390   390
  893    45    45
  894    94   671
  895   411   124
  896   101   308
  897   795  1001
  898   431   705
  899    95   700
  900  1056  1056
  901   888   709
  902   291    96
  903   359   780
  904   352  1068
  905   130   130
  906   125   981
  907  1121  1121
  908  1117  1117
  909   115   203
  910   630   248
  911   586   586
  912   426   485
  913   203   115
  914   260   252
  915   766   594
  916   479   783
  917   873   510
  918   540   295
  919   666   666
  920    42    42
  921   381   381
  922   256   352
  923  1079  1079
  924   550   539
  925  1012  1012
  926   542   542
  927   197   197
  928   508   143
  929    32    32
  930   890   706
  931   441   427
  932   314   314
  933   614   614
  934    52   235
  935   652   652
  936   141   141
  937   531    37
  938   702   897
  939   982   982
  940   139   136
  941   633   349
  942   645   261
  943   369   760
  944  1116  1116
  945   312   312
  946    43   258
  947   705   476
  948   654   282
  949  1110  1108
  950   703   810
  951   642     7
  952   568   568
  953   807   674
  954   985   828
  955   785   785
  956   719   826
  957   350   350
  958   168   168
  959   436   436
  960   969   970
  961   832   832
  962   793   793
  963   229    70
  964   810   703
  965   878   534
  966   442   116
  967   299   299
  968   409    73
  969   173   173
  970   549  1005
  971  1083   773
  972  1032   762
  973   488   488
  974  1033  1003
  975   803   788
  976   787   728
  977   623   294
  978    76   327
  979   330   270
  980    57     9
  981   247   442
  982   825   576
  983   588   303
  984   186   401
  985   112   112
  986   323   306
  987   460   125
  988   276   562
  989   106    19
  990   238   281
  991     8   334
  992    93   267
  993   335  1004
  994   938   976
  995   200   200
  996   951   935
  997   232   232
  998   302   145
  999   424   387
 1000  1031   629
 1001    47    47
 1002   175   146
 1003   664   344
 1004   347   699
 1005   675   913
 1006   277   894
 1007   351   114
 1008   554   429
 1009   267   383
 1010   417   554
 1011   297   163
 1012   790   678
 1013   773   578
 1014   154   254
 1015   928   555
 1016   337   147
 1017   211    79
 1018   843   843
 1019   303   765
 1020   905   905
 1021   577   395
 1022  1105  1105
 1023   490   807
 1024   301   301
 1025    29   482
 1026   805   805
 1027   706   537
 1028   624   873
 1029   769   833
 1030  1043  1043
 1031   506   500
 1032   735   622
 1033   833   601
 1034   835   311
 1035   978   325
 1036   567    92
 1037   368   191
 1038  1108  1110
 1039   770   753
 1040   373   373
 1041   667   888
 1042   382   430
 1043   613   223
 1044   170   179
 1045    96   280
 1046   767   767
 1047   958   958
 1048  1084  1084
 1049   694   437
 1050   259   376
 1051   384   229
 1052  1104  1077
 1053  1028  1028
 1054   901   859
 1055   622   837
 1056   585   397
 1057   395   563
 1058   644   265
 1059   863   863
 1060   532   722
 1061   545   505
 1062   504   504
 1063   657   956
 1064   923  1044
 1065   438   438
 1066   275   275
 1067   280   393
 1068   163   276
 1069   132   221
 1070  1010  1035
 1071   610   297
 1072   761   814
 1073   286   286
 1074   796   579
 1075   877   877
 1076   414   414
 1077   133   133
 1078    15   332
 1079   273   273
 1080  1047  1047
 1081   734   950
 1082   956   478
 1083   992   992
 1084   497   880
 1085   162   162
 1086  1005   669
 1087   979   751
 1088   332    41
 1089   649   641
 1090   187   480
 1091    65   250
 1092  1071  1071
 1093   183   691
 1094    78   386
 1095   258   283
 1096   371   202
 1097   142    68
 1098   900   900
 1099   902   902
 1100   965   963
 1101   784   784
 1102   190   370
 1103   404   623
 1104   674   490
 1105   298   298
 1106   355   182
 1107   166   166
 1108    36    34
 1109   589   589
 1110   596    99
 1111  1006  1031
 1112   852   852
 1113   167   384
 1114   176   707
 1115   831   831
 1116   729   175
 1117  1107  1123
 1118   848   848
 1119   348   402
 1120   204   204
 1121   495   495
 1122  1119  1119
 1123   971   971
 1124   980   243
 1125   859  1097
 1126   422   605
 1127   879   879
 1128    89   686
 1129   228   176
 1130   236   587
 1131   412   412
 1132   484   247
