0.542 0.542
0.000 0.002
0.002 0.002
0.423 0.542
0.984 0.478 0.324 0.322
   ma    mb  gmab
  244   988   988
  245  1054  1054
  246   572   572
  247   460   773
  248   151   151
  249    60   951
  250   128   407
  251   183   183
  252   799    29
  253  1075  1075
  254   478   478
  255    15    15
  256   353  1061
  257   862   862
  258   436   436
  259   425   425
  260   799   902
  261   147   147
  262   144   642
  263   993   408
  264   207   207
  265   817   817
  266  1066   433
  267   533   533
  268   678   678
  269   288   288
  270   678   371
  271  1106  1106
  272   868   742
  273   132   132
  274   829   829
  275   671   671
  276   913   913
  277    77    77
  278   279  1000
  279   268  1128
  280   386   386
  281   171   171
  282   233   233
  283   893   182
  284   674   674
  285   210   530
  286   214   214
  287   237   237
  288   887   887
  289    72    72
  290   721   721
  291   332   253
  292   316   316
  293   400   645
  294   139   139
  295    40    40
  296   681  1083
  297   180   228
  298   457   454
  299   940   389
  300   589   589
  301   972   580
  302   855   855
  303  1097  1097
  304  1075    12
  305   390   390
  306   165   165
  307   830   649
  308   113   113
  309   278   278
  310   203   203
  311   601   520
  312   398   398
  313   793   793
  314    64  1057
  315   499   680
  316   638   638
  317   337   491
  318   958   958
  319  1063  1063
  320   999   129
  321     8   911
  322     7   244
  323   315   335
  324   829    61
  325   322   322
  326    45   515
  327   369   369
  328   418   922
  329   847   847
  330    44   531
  331   766   703
  332   552  1127
  333  1102   265
  334   887   124
  335   576   576
  336   943   717
  337  1054   943
  338   729   729
  339   963   963
  340   379  1034
  341   301   301
  342   143   143
  343   997   997
  344   726   726
  345   872   268
  346   155   155
  347    50   682
  348   493   493
  349   606   606
  350  1012  1012
  351  1041   659
  352   118   404
  353   766   766
  354   449   449
  355   693   379
  356   325   325
  357   136  1066
  358  1016  1016
  359   146   895
  360   119   229
  361   670    30
  362    76   393
  363   988    55
  364   853   853
  365   646   646
  366   967   967
  367    44   566
  368   354  1040
  369    65   614
  370  1075   812
  371    94   383
  372  1100  1100
  373   400   400
  374   440   440
  375   778     2
  376   912   912
  377   703   149
  378   993   993
  379   505   112
  380   515   747
  381  1052  1052
  382   720   720
  383   881   881
  384   818   991
  385   243   161
  386   193   274
  387    77   258
  388  1059   929
  389   339   339
  390   995   995
  391  1052   267
  392  1059   551
  393   572   501
  394   245   245
  395   774   774
  396   621   210
  397   662   315
  398   267    17
  399   847   763
  400   269   269
  401   186   599
  402  1081   275
  403   574   484
  404   740   730
  405   357   503
  406   669   605
  407   959   850
  408   443   421
  409   800    79
  410   628   194
  411   829  1071
  412   794   893
  413   325   691
  414    16    16
  415   951   455
  416   782   782
  417   654   654
  418   394   394
  419   997   930
  420   260  1043
  421   505   340
  422   616   616
  423   104   104
  424   919   539
  425   496   496
  426   184   184
  427  1132  1132
  428   511   169
  429    73  1096
  430  1100   118
  431    64    64
  432   570   802
  433   557   647
  434   697   526
  435  1010   854
  436   446   174
  437   306   350
  438   355   355
  439   686   686
  440   872   872
  441   138   138
  442   484    73
  443   940   940
  444   334   481
  445   747   608
  446   593   286
  447   172   172
  448   518   518
  449   767   768
  450   289   289
  451   882   698
  452    48    48
  453   778   778
  454  1007   662
  455   300   300
  456   825   825
  457   690   435
  458   725   725
  459  1087  1087
  460   219   219
  461   439   439
  462   891   891
  463   107   280
  464   787   220
  465  1012   365
  466   108   713
  467   667   745
  468  1107    88
  469   887   771
  470   340   312
  471    93    93
  472   755   307
  473   126   126
  474   898   898
  475   798   798
  476   827   827
  477   952   952
  478   916   699
  479   695   239
  480   779   779
  481   312   613
  482   690   690
  483   497   497
  484   577   577
  485    54    54
  486   605  1009
  487   224   224
  488   136   136
  489   696   900
  490   121    56
  491   854  1068
  492   224   687
  493   224   376
  494   438   438
  495   590   590
  496  1101  1101
  497    46    46
  498   374   374
  499   964   684
  500   129    89
  501   264   264
  502   329   329
  503   168   168
  504   733   733
  505    39   428
  506    49    49
  507  1078  1078
  508   959   959
  509   493   468
  510   146  1032
  511  1126  1126
  512   452   354
  513   615   615
  514   589   117
  515  1082  1082
  516   453   453
  517   898   331
  518  1082  1094
  519   547   536
  520   814   568
  521    82    82
  522    23    23
  523   591   592
  524   726    75
  525    75  1118
  526   676   676
  527    22    22
  528   225   225
  529   580   131
  530   422   422
  531   533   465
  532   159   159
  533   755   755
  534   755   925
  535   385   385
  536    38    38
  537   340   843
  538   973   973
  539   257   257
  540    33    33
  541   893   243
  542    44    44
  543   784   170
  544   433   650
  545   862   653
  546   942   942
  547    92   252
  548   602   602
  549   705   705
  550   890   363
  551   808   808
  552   358   358
  553   743    41
  554   391   391
  555   846   846
  556  1011  1011
  557   107  1056
  558  1029  1029
  559   578   578
  560   780   780
  561   243   818
  562   562  1098
  563   348   348
  564  1128   313
  565   235   541
  566   235   235
  567   327   327
  568   425  1018
  569   795   795
  570   383    94
  571   199   583
  572   217   667
  573   440    65
  574   652   652
  575   727   727
  576   320   759
  577   976   208
  578    78   960
  579   320   815
  580   730   524
  581   116   361
  582   908   309
  583   437   437
  584   793   984
  585   691    35
  586   811    57
  587   813   293
  588   304   304
  589   658   658
  590   840   256
  591   490   490
  592   914   914
  593   625   625
  594  1124  1124
  595   600   600
  596  1026  1026
  597  1123  1123
  598   970   970
  599   589   596
  600    97    97
  601   245  1103
  602   889   889
  603   101   101
  604   941   941
  605   740   740
  606   498   498
  607   682   303
  608   702   757
  609  1003  1003
  610   953   953
  611  1027  1027
  612   644   644
  613   317   317
  614  1076   401
  615    84   148
  616   347   347
  617    84    84
  618    84   987
  619   888   888
  620  1055   305
  621    22   575
  622   158  1055
  623   105   105
  624   146   146
  625   471   471
  626   319   319
  627   584   584
  628   141   570
  629  1044   218
  630   466   466
  631   938   141
  632   277   842
  633   100   387
  634   285   285
  635   417   417
  636   975   975
  637   166   357
  638   707   707
  639   179   164
  640   425   835
  641   751   751
  642   600   824
  643   336   336
  644   156   156
  645   960   311
  646   916   981
  647   455   196
  648   187   452
  649   458   458
  650   792   792
  651   540   540
  652   683   683
  653   625   894
  654  1115  1115
  655   833   505
  656  1056     7
  657   897   897
  658   313   814
  659   566   297
  660  1036  1036
  661   605   420
  662   268   291
  663   246   246
  664   226   226
  665   126   430
  666   901   901
  667   560   560
  668   569   191
  669   409   409
  670    86    86
  671   536   710
  672   320   320
  673   609   266
  674     5   637
  675   854    85
  676   456  1079
  677   947   947
  678   485   485
  679   147    19
  680  1006  1006
  681   518   516
  682   752   752
  683    42    42
  684   554  1093
  685   249   737
  686   658    34
  687   543   543
  688   179   179
  689   529   529
  690   464   464
  691   833   833
  692   359   359
  693  1021  1021
  694   122  1049
  695   502   502
  696   867   867
  697   397   397
  698     5     5
  699   356   356
  700  1067  1067
  701   216   965
  702  1072  1072
  703  1124   201
  704   842   933
  705  1031  1031
  706   884   885
  707   109   109
  708   414   414
  709   276   276
  710   708  1102
  711   110   110
  712   788   788
  713   419   419
  714   537   537
  715   859   859
  716   486   486
  717   724   724
  718   895   242
  719   868   868
  720   672   620
  721   623   623
  722   200   200
  723   478   758
  724   269   964
  725   314     8
  726   784   917
  727   225   271
  728   161  1019
  729   185   185
  730   725   145
  731   284   761
  732   284   284
  733   772   772
  734   986   545
  735   722   507
  736  1063   532
  737   320  1088
  738   986   986
  739   849   849
  740  1129  1110
  741   567   567
  742   939   939
  743   641   641
  744   448   448
  745   166   166
  746   547   547
  747   548   548
  748   480  1107
  749   444   444
  750     3     3
  751   429   429
  752   696   696
  753  1104  1104
  754   785   785
  755   443   443
  756   944   944
  757    67   664
  758    67    67
  759   292   640
  760   839   839
  761   332   332
  762   470    13
  763   504   504
  764   962   962
  765   675   675
  766   890   890
  767   992   992
  768   127    14
  769   207  1095
  770   663   663
  771  1023  1129
  772   357    20
  773   960  1005
  774   743   743
  775   324   375
  776   801   801
  777    95    95
  778   799   799
  779  1019    76
  780   787   787
  781   622   626
  782   125   916
  783   970   631
  784   705   770
  785   894    53
  786   238   738
  787   720   345
  788   790   790
  789    36    36
  790   799   451
  791  1023  1023
  792   125   125
  793   942   450
  794   876   876
  795  1131   116
  796   700   700
  797    92  1131
  798   958   290
  799   190   190
  800   170   966
  801   344   344
  802   685   685
  803   685  1048
  804   342   342
  805    97   765
  806   360   424
  807   701   618
  808   231   231
  809   762   762
  810   826   826
  811   343   343
  812  1080   656
  813  1022  1022
  814  1080  1080
  815   183   692
  816   110  1120
  817   702    71
  818   802   561
  819   683   948
  820   561   550
  821   287   287
  822   324   324
  823    43    43
  824   960  1030
  825   123   123
  826   714   714
  827   403   403
  828  1111  1111
  829   388   137
  830   918   918
  831   215   442
  832   391   281
  833   598   598
  834   508   508
  835   633   633
  836   559   559
  837   558   558
  838   488   488
  839   192   192
  840   718  1076
  841   474   474
  842   215   197
  843   965   249
  844   512   512
  845  1129   875
  846   610   610
  847   695   695
  848  1031   601
  849   655   655
  850   777   777
  851   270   270
  852   910   935
  853   767   767
  854   860   860
  855   212   487
  856   212   212
  857   212   538
  858   183   211
  859  1058   701
  860   928   928
  861   285   612
  862   337   337
  863   238   754
  864   803   803
  865   597   989
  866   775   775
  867   585   585
  868  1105  1105
  869   313   367
  870   582   582
  871   556   100
  872   639   957
  873   769   769
  874   179    11
  875   639   639
  876   746   746
  877   413   413
  878    91    91
  879  1001  1001
  880   845   845
  881    69   402
  882   707   140
  883   128   353
  884   812   176
  885   193   127
  886   594   370
  887   193   982
  888   312   927
  889   209   209
  890   325   326
  891   842   643
  892   817  1010
  893   115   115
  894   500   500
  895    64  1033
  896   694   694
  897   990   998
  898   410   410
  899   473   473
  900   622   622
  901   756   556
  902   648   648
  903   522   522
  904   408   262
  905   103   103
  906  1002   892
  907  1074  1074
  908   748   748
  909  1024  1024
  910   816   432
  911   756   756
  912   627   627
  913  1131    92
  914  1130  1130
  915   409   470
  916  1015  1015
  917   273   273
  918   990   679
  919   380   380
  920   549   549
  921   619   619
  922   651   651
  923   920   920
  924   412   412
  925   360   360
  926   609   609
  927   346   346
  928   181   181
  929   728   728
  930   864   864
  931   472   472
  932   150   150
  933   883   883
  934   271   856
  935  1085   873
  936   134   134
  937  1065  1065
  938   908   908
  939   282   282
  940   702   702
  941   247   247
  942   310   597
  943   310   310
  944   279   279
  945  1121  1121
  946   796   796
  947    59   581
  948    59    59
  949  1108  1108
  950   759   905
  951   179    25
  952   974    87
  953   453    50
  954   427   427
  955   485   869
  956   199   199
  957   186   186
  958   485   661
  959  1032   990
  960    62    62
  961   200   216
  962   469   469
  963   152  1089
  964   260   260
  965   152   152
  966   412   985
  967   260   546
  968   909   909
  969   227   979
  970   227   483
  971    99   791
  972    99  1070
  973   151    66
  974   237   718
  975  1031   956
  976  1099  1099
  977   936   198
  978   781   781
  979   247    69
  980   415   415
  981   936   936
  982   492   492
  983   564   564
  984   688   688
  985    27    27
  986   225    78
  987   660   786
  988  1001  1090
  989   546   660
  990   215   841
  991  1108   969
  992   801   915
  993    74    74
  994  1126   719
  995   448   142
  996   946   946
  997   352   352
  998   677   677
  999   896   896
 1000   606   837
 1001   134   635
 1002   920   299
 1003   240   851
 1004   610   704
 1005   749   749
 1006   477   477
 1007   857   857
 1008   955   955
 1009   477   595
 1010     0     0
 1011   227   227
 1012   711   711
 1013   323   323
 1014   611   611
 1015   754   816
 1016   709   709
 1017   874   874
 1018  1039  1039
 1019  1073  1073
 1020   236   236
 1021   544   544
 1022   810   810
 1023   636   636
 1024   431   858
 1025  1047   722
 1026   431   431
 1027  1113   296
 1028  1042  1042
 1029   153   153
 1030   932   509
 1031  1044  1044
 1032   977   977
 1033    20   866
 1034   441  1002
 1035    52    52
 1036   844   844
 1037   240   480
 1038   240   240
 1039     4     4
 1040   848   848
 1041     4  1092
 1042    83    83
 1043    99    99
 1044   651   629
 1045   932   932
 1046  1116  1116
 1047   234   234
 1048  1025  1025
 1049   651   362
 1050   294   294
 1051   571   838
 1052   525   525
 1053   723   723
 1054  1015   177
 1055   571   764
 1056   622  1112
 1057  1001   689
 1058   978   978
 1059   434    90
 1060   434   434
 1061     6     6
 1062   945   945
 1063   114   735
 1064  1109  1109
 1065   534   534
 1066  1031   949
 1067   716   716
 1068   704   135
 1069    26    26
 1070  1038   554
 1071    59   114
 1072   831   831
 1073   555   555
 1074   715   715
 1075   588   588
 1076   463   463
 1077  1058  1058
 1078   163   163
 1079   251   251
 1080   102  1119
 1081   102   102
 1082   102  1045
 1083  1051  1051
 1084    24    24
 1085  1122  1122
 1086  1117  1117
 1087    81   924
 1088    81    81
 1089   632   632
 1090   694   797
 1091   665   665
 1092    24   416
 1093   634   634
 1094    21    21
 1095   821   821
 1096   542   542
 1097   441   441
 1098   167   167
 1099   423   423
 1100   255   255
 1101   221   221
 1102   527   527
 1103   828   828
 1104   519   519
 1105   351   351
 1106  1064  1064
 1107   157   157
 1108     1   521
 1109     1    70
 1110     1     1
 1111   278   382
 1112   373   373
 1113   905   961
 1114   378   378
 1115   215   215
 1116   588   292
 1117   971  1091
 1118   971   732
 1119  1008  1008
 1120   241   241
 1121   442   971
 1122   333   333
 1123    63    63
 1124   571   571
 1125   342   405
 1126  1113  1113
 1127   248   248
 1128   834   834
 1129   114   178
 1130   384   384
 1131  1035  1035
 1132   318   318
