0.538 0.538
0.003 0.003
0.003 0.003
0.538 0.538
0.905 0.484 0.331 -1.000
   ma    mb  gmab
  135   470   587
  136   555   555
  137   270   381
  138   930   930
  139   965   965
  140   511  1079
  141   912    14
  142   552   562
  143   414  1017
  144   407   351
  145   744   744
  146    17   518
  147   629  1010
  148    40    46
  149   870  1023
  150   541   354
  151    60    60
  152   447   961
  153   484   954
  154   272   272
  155   121   121
  156   344   576
  157   124   885
  158   268   268
  159   857   857
  160   730   730
  161  1054  1054
  162   246   246
  163   312   312
  164   750   588
  165   753   433
  166    98    98
  167   807   282
  168   873   654
  169   568    87
  170   245   245
  171   749   798
  172   607   322
  173   796   295
  174   247   247
  175   241   241
  176   563   563
  177   920   370
  178   135   135
  179   932  1127
  180    86   807
  181    55    55
  182   354  1032
  183    13  1113
  184   435   203
  185   538   280
  186   267   267
  187   770   860
  188  1058  1058
  189   575   575
  190   847   847
  191  1099  1070
  192  1130   920
  193  1032   768
  194    82   136
  195   632   818
  196   974  1126
  197  1113   617
  198   916   416
  199   479   479
  200   528    13
  201    85   652
  202   754   754
  203   338   338
  204   428   955
  205   898  1116
  206   977   631
  207   349   805
  208   184   969
  209    96    96
  210   149   927
  211   345   345
  212   117   117
  213   574   574
  214   892   892
  215   394   550
  216   691   153
  217   472   120
  218   972   753
  219   712   511
  220   881   344
  221   543   543
  222   440   440
  223   433   519
  224   829   287
  225   343   343
  226   437   128
  227  1015  1015
  228   129  1068
  229    52    52
  230   364   364
  231  1031  1031
  232   938   114
  233   572   572
  234   817   817
  235   476   476
  236   360   957
  237   237   237
  238   112    58
  239   332  1082
  240   540   154
  241    22    22
  242   253  1004
  243  1028  1028
  244   542   844
  245    59   152
  246   220   665
  247    93   689
  248   799   799
  249  1108   164
  250  1120   413
  251  1118   766
  252   534   534
  253  1110   551
  254   768   477
  255   677   677
  256   779   779
  257   283   283
  258   144   144
  259   446   446
  260   254   159
  261  1085   693
  262   706   394
  263   962   100
  264   227   174
  265  1119   851
  266   339   994
  267    63    63
  268   669   669
  269   602   602
  270   597   597
  271   210   648
  272   212   212
  273    62   453
  274   859   785
  275   535   192
  276     8     8
  277    83    83
  278  1043   452
  279   927   151
  280   929   929
  281   333  1080
  282   995   420
  283   425   425
  284   408   335
  285   662   662
  286   378   378
  287   611   611
  288    15    15
  289   719   719
  290   934   903
  291   263   682
  292  1131  1131
  293    34   695
  294   474   474
  295   736  1075
  296   819   819
  297   320     2
  298   434  1124
  299   818   157
  300   675   675
  301   577   577
  302   740   740
  303   496   496
  304   935   935
  305   690   301
  306   556   894
  307    67    67
  308   132   522
  309   717   717
  310   175   977
  311   208   208
  312   782   782
  313   702   454
  314  1100  1100
  315  1019  1019
  316   257     6
  317   729   729
  318    47    47
  319   980   401
  320   166   166
  321   854  1027
  322   449   688
  323   894  1060
  324  1084  1084
  325   858   858
  326   845   568
  327   774   774
  328  1061  1061
  329   297   644
  330   139   139
  331   887   972
  332   462   462
  333   620   620
  334   641   641
  335   290   290
  336   513   513
  337  1109   173
  338   758   758
  339   615   140
  340   521   521
  341   356   356
  342   860   573
  343   127   127
  344   200   146
  345   608   608
  346   681   681
  347   475   475
  348   987   987
  349   771   234
  350    87   427
  351   780   780
  352  1037  1037
  353   109   109
  354   221   221
  355   647   647
  356   508   508
  357   465   465
  358   623   489
  359   559   260
  360   715   715
  361   838   728
  362   473   770
  363   410   436
  364  1116  1090
  365   966   966
  366   801   801
  367   673   673
  368   764   764
  369   547   547
  370   832   832
  371   655  1022
  372   274   167
  373   680   680
  374   518   743
  375   952   952
  376   714   639
  377   600   742
  378  1051  1051
  379   111   749
  380    72    72
  381   911   911
  382   869   869
  383   488   984
  384   486   486
  385   169   169
  386   633   633
  387   842   842
  388   217   225
  389   678   795
  390   337   337
  391    44    44
  392   458   458
  393   381    42
  394   327   327
  395   483   483
  396   392   643
  397   116   116
  398   460   460
  399   663   329
  400   731   731
  401   194   194
  402   621   621
  403   123   123
  404   441   441
  405   367   887
  406   808   808
  407  1123   485
  408   549   549
  409     0     0
  410   468   468
  411   467   467
  412   591   591
  413   514   514
  414   502  1073
  415   659  1097
  416   351   478
  417   596   596
  418   640   692
  419   682  1055
  420  1068   706
  421    53    53
  422   991   529
  423    80    80
  424   809   243
  425   889   889
  426   342   342
  427    43    43
  428   386   386
  429  1057  1057
  430   824   712
  431   223   223
  432   849   410
  433    23   748
  434   416   918
  435   252   252
  436   239   239
  437   134   134
  438    75   791
  439   986   986
  440   885   400
  441   106   106
  442   888   888
  443   587   862
  444  1052  1052
  445   495   495
  446   380   380
  447    79    79
  448   855   855
  449   303   303
  450    35   132
  451  1092   129
  452   358   358
  453   785   103
  454  1098   659
  455   841   841
  456   411   411
  457     2   848
  458   683   683
  459   108   108
  460   947   947
  461    18    99
  462   900  1063
  463   660   660
  464   852   852
  465   988   666
  466   599   599
  467   181   181
  468   199   199
  469   228   228
  470   759   220
  471   131   131
  472   981   981
  473   532   177
  474   604   604
  475   536   536
  476   202   202
  477   872   872
  478   499   499
  479   816   816
  480   752   297
  481   372   859
  482     4     4
  483   890   890
  484   861   861
  485   949   949
  486   155   155
  487   249   390
  488   285   285
  489   512   512
  490   523    86
  491  1064  1064
  492  1003  1003
  493   956   264
  494   674   674
  495   243    82
  496   696   696
  497   158   158
  498   905   323
  499  1117   905
  500   993   873
  501   578   578
  502   732   732
  503   918  1001
  504   177   196
  505   688   737
  506    41    41
  507   341   634
  508    89   934
  509   304   304
  510   289   289
  511   510   510
  512   436    23
  513  1096  1096
  514  1097    93
  515   998   998
  516  1072  1107
  517   781   781
  518   622   622
  519   979   415
  520  1008   618
  521   340   340
  522   211   211
  523   755   755
  524   783    10
  525   187   187
  526   161   161
  527   805   293
  528    64    64
  529  1055   259
  530    81    81
  531    21    21
  532   504   490
  533   907   907
  534  1114   298
  535   198   198
  536   321   321
  537    16    16
  538   497   853
  539   443   443
  540   823   823
  541  1069  1069
  542    74    74
  543   376   376
  544   558   875
  545   970   750
  546  1065   535
  547   225   180
  548  1027   931
  549   179   179
  550   868   868
  551   971   971
  552   722   722
  553   836   836
  554   336   336
  555   756   960
  556   631  1105
  557   265   265
  558   856   856
  559   509   509
  560   146   523
  561   882   432
  562   191   191
  563  1121  1121
  564   176   176
  565   238   238
  566   295   360
  567  1128  1128
  568    26    26
  569   990   990
  570  1048  1048
  571   311  1108
  572   695   175
  573   840   561
  574   867   867
  575   917   917
  576   922   922
  577  1041  1041
  578    77    77
  579   368   368
  580    61    61
  581   700   700
  582   147   600
  583    33    33
  584   188   188
  585  1023   870
  586   648   721
  587   279   279
  588   317   317
  589   390   655
  590   668   668
  591   427    90
  592   104   104
  593   792   792
  594   399   392
  595   413   414
  596   330   570
  597  1002  1002
  598   520   520
  599   397   663
  600   618   160
  601   742  1099
  602   388   388
  603   550  1112
  604   822   377
  605   316   316
  606  1115  1115
  607   494   449
  608    24   948
  609  1090    78
  610   280   718
  611   448   448
  612   942   613
  613   692   640
  614   133   902
  615   701   701
  616   163   163
  617   826   826
  618   950   950
  619   355   355
  620  1066   830
  621   251   251
  622    45    45
  623  1127   274
  624   264  1085
  625   724   724
  626     1     1
  627   167   115
  628   846   846
  629  1080   762
  630   481   481
  631   592   488
  632   439   439
  633   150   150
  634   426   426
  635   915   915
  636   557   557
  637  1021  1021
  638  1024   569
  639   933   933
  640   704   704
  641   379   379
  642   919   919
  643    99   258
  644   564   564
  645   445   445
  646    91    91
  647    78  1106
  648    76    76
  649   879   710
  650   637   473
  651   424   424
  652   454  1043
  653   291   958
  654   524   524
  655   276   276
  656  1016   900
  657   653   653
  658  1004   586
  659   893   494
  660   747   747
  661  1034  1034
  662   727   450
  663   778   778
  664   884   502
  665   324   397
  666   287   980
  667   813   813
  668   964   964
  669   803   803
  670   997   997
  671  1087  1087
  672   507   461
  673  1081  1081
  674  1075   559
  675   269   269
  676   582   307
  677  1063   916
  678   800   720
  679   605   605
  680   948   532
  681   204   204
  682   837   837
  683   477    40
  684   721  1119
  685   639   464
  686   288   419
  687   561   442
  688   415  1118
  689   913  1018
  690   393   393
  691   567   567
  692  1005   471
  693   652   993
  694   182   182
  695   589   589
  696   610   610
  697   180   727
  698  1060   614
  699   325   325
  700   346   391
  701   791   111
  702  1022   840
  703    38    38
  704   697   699
  705   968   968
  706   490   430
  707   103  1110
  708   656   687
  709   957   580
  710   874   874
  711   170    27
  712   219    84
  713   896  1008
  714    58    29
  715   293   582
  716   369   369
  717  1095   926
  718   844  1078
  719   402   402
  720   172  1014
  721  1079   375
  722   235   235
  723   812   812
  724   810  1016
  725   357   357
  726   975   975
  727   601   601
  728   331   331
  729   945   945
  730   711   341
  731   438   438
  732   363   650
  733  1018   736
  734   820   820
  735   685   685
  736   943    18
  737   229   256
  738   705   705
  739   533   528
  740   350   407
  741   959   959
  742   450   195
  743    19    19
  744   613   678
  745   901   546
  746  1067  1067
  747   193   538
  748   314   314
  749  1050  1050
  750   725   849
  751   451   451
  752   762   333
  753   326   326
  754   616   616
  755   262    62
  756   741   741
  757   895   827
  758   784   784
  759   151   253
  760   689  1074
  761   775   775
  762   944  1130
  763   138   138
  764  1102  1102
  765  1056  1056
  766   634   979
  767  1053  1053
  768   654   184
  769   294   294
  770   638   638
  771    73    73
  772   903  1117
  773   348  1024
  774   539   539
  775  1082   332
  776   806   806
  777   396   396
  778   517   708
  779   761   761
  780   361   361
  781   519   809
  782   703   962
  783   395   395
  784   664   664
  785  1026  1026
  786   452   302
  787   192   607
  788   672   149
  789  1001   257
  790  1045  1045
  791   848   466
  792   404   921
  793   676   676
  794    32    32
  795   914   914
  796   373   373
  797   403   186
  798   553   553
  799   505   505
  800   590   590
  801  1093  1093
  802   789   789
  803   174   217
  804   142   142
  805  1111  1111
  806   886   944
  807   178   895
  808   978   978
  809   571   571
  810   118   118
  811   709   709
  812   630   630
  813   584   339
  814   765   765
  815   899   899
  816  1124   756
  817   498   498
  818    48   845
  819   580   207
  820   197   623
  821   156   156
  822   573   928
  823    39    39
  824   531   531
  825  1078   542
  826   277   249
  827   619   619
  828  1076    51
  829  1104  1104
  830   787   787
  831   224   224
  832   627   627
  833   708    49
  834   423   423
  835   456   456
  836   207  1025
  837    51   657
  838   839   839
  839  1122  1122
  840   666   383
  841   171   171
  842     6   382
  843   105   667
  844   797   797
  845   649   649
  846   946   946
  847    49   970
  848   851   233
  849   275   275
  850   421   579
  851   941   941
  852   864   864
  853    14   912
  854   904   904
  855   833   833
  856  1049  1049
  857   152   324
  858   218   658
  859  1014    24
  860   651   651
  861   671   242
  862   308   308
  863   936  1098
  864   165   165
  865   430   147
  866   928   938
  867   154   822
  868  1094  1094
  869   328   328
  870   387   387
  871   739   739
  872   271   226
  873   489   714
  874   877   877
  875   234  1072
  876   401   428
  877   101   101
  878    42   348
  879   215  1046
  880   548   548
  881   296   262
  882   593   625
  883   967   967
  884   757   757
  885   420   942
  886   713   349
  887   491   310
  888   515   515
  889    27   793
  890   773   773
  891   406   406
  892   661   661
  893   760   463
  894   126   126
  895    92    92
  896   973   973
  897  1047  1047
  898   984   320
  899   937   558
  900   375   901
  901   374   374
  902   769   769
  903   119   119
  904   961   200
  905     9     9
  906   100   956
  907    20    20
  908   720   896
  909   137   865
  910   353   353
  911   478    34
  912   148   334
  913    50    50
  914   258   399
  915  1059  1059
  916   815   815
  917   804   594
  918   745  1065
  919   183   183
  920   362   362
  921  1030  1030
  922  1017   991
  923   370   273
  924    30   244
  925    37    37
  926  1062   786
  927   482   482
  928   457   457
  929   301   469
  930   576   554
  931   240   240
  932    29   533
  933   256   632
  934   412   763
  935   480  1009
  936  1025   752
  937   983   983
  938  1125  1125
  939   635   635
  940   282   291
  941   529   124
  942  1091  1091
  943   136   172
  944   189   189
  945  1046   697
  946   128  1095
  947    68    68
  948    84   988
  949   164    48
  950   323   210
  951   281   309
  952  1012  1012
  953   232   232
  954   955   412
  955   598   403
  956   201   201
  957   173   581
  958   921   404
  959   110  1083
  960   798   218
  961   305   305
  962   266   266
  963   906   906
  964    70    70
  965   811   711
  966   422   422
  967   122   122
  968   551   924
  969   687   656
  970   471  1123
  971   862   913
  972   863   863
  973   546   937
  974   286    35
  975   830   497
  976   951   886
  977   322   313
  978   487   487
  979   738   628
  980   614   541
  981   926   881
  982   969  1005
  983  1029  1029
  984   658   311
  985   352   352
  986   581   951
  987  1073   517
  988   624   565
  989   469   503
  990   776   367
  991   383    89
  992  1040   363
  993    36    36
  994   875   133
  995   432   811
  996   909   909
  997   646   646
  998   777   777
  999   409   637
 1000   645   645
 1001   891   891
 1002   159   584
 1003  1103  1103
 1004   334   299
 1005  1132  1132
 1006   999   999
 1007   492   492
 1008   250   250
 1009   585   585
 1010   102   102
 1011   684   684
 1012   718   690
 1013   802   802
 1014  1086  1086
 1015   667   760
 1016   985   985
 1017    94    94
 1018   982   982
 1019   125   125
 1020    97    97
 1021   516   148
 1022    69    69
 1023   766   437
 1024   506   506
 1025   643   810
 1026    56    56
 1027    57    57
 1028   503   105
 1029  1074   943
 1030   910   910
 1031   359   359
 1032   940   940
 1033   501   501
 1034   588    54
 1035   160   507
 1036   996   996
 1037   214   214
 1038   315   315
 1039    66    66
 1040   145   145
 1041   319   319
 1042   213   213
 1043   284   284
 1044   866   866
 1045   625   178
 1046   716   716
 1047  1083   193
 1048  1013   110
 1049   876   876
 1050   923   923
 1051  1036   624
 1052   644   540
 1053  1042  1042
 1054   545   545
 1055   908   908
 1056    95    95
 1057   318   318
 1058    10   783
 1059   698   698
 1060   233   516
 1061  1105  1066
 1062   992   992
 1063   710   879
 1064   925   925
 1065   670   670
 1066   953   884
 1067   186   491
 1068   699   598
 1069   628   484
 1070   522   854
 1071   865   137
 1072   595   595
 1073   255   255
 1074  1088  1088
 1075   377  1013
 1076  1020  1020
 1077   788   776
 1078   606   606
 1079   114   281
 1080  1009   745
 1081   902   593
 1082   772   772
 1083   763  1120
 1084    11    11
 1085   190   190
 1086   650   703
 1087   579   953
 1088  1112   372
 1089   527   527
 1090   665   444
 1091   526   526
 1092  1126   583
 1093    54   270
 1094   130   130
 1095   203   544
 1096   827   227
 1097   976   976
 1098   453   215
 1099   230   230
 1100   544   995
 1101  1044  1044
 1102   657   229
 1103   140  1114
 1104   790   790
 1105   309   409
 1106  1011  1011
 1107   794   794
 1108   113   113
 1109   485   932
 1110   168   168
 1111   310    30
 1112   883   883
 1113  1071  1071
 1114   734   734
 1115   694   694
 1116   216   216
 1117   737   974
 1118   617   882
 1119   843   843
 1120   594   804
 1121   897   897
 1122   444   435
 1123   389    17
 1124   273   788
 1125   419  1036
 1126   679   679
 1127   418   418
 1128   586   592
 1129   455   455
 1130   463   277
 1131    88    88
 1132   825   825
